2022-01-08 17:42:52,903 | INFO | extract.py | <module> | Start of program.
2022-01-08 17:43:10,233 | INFO | load.py | update_db | But item 187 exists already in the database
2022-01-08 17:43:10,237 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,238 | INFO | load.py | update_db | But item 188 exists already in the database
2022-01-08 17:43:10,242 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,243 | INFO | load.py | update_db | But item 189 exists already in the database
2022-01-08 17:43:10,247 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,247 | INFO | load.py | update_db | But item 190 exists already in the database
2022-01-08 17:43:10,252 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,252 | INFO | load.py | update_db | But item 191 exists already in the database
2022-01-08 17:43:10,256 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,257 | INFO | load.py | update_db | But item 192 exists already in the database
2022-01-08 17:43:10,261 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,262 | INFO | load.py | update_db | But item 193 exists already in the database
2022-01-08 17:43:10,266 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,267 | INFO | load.py | update_db | But item 194 exists already in the database
2022-01-08 17:43:10,271 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,272 | INFO | load.py | update_db | But item 195 exists already in the database
2022-01-08 17:43:10,275 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,276 | INFO | load.py | update_db | But item 196 exists already in the database
2022-01-08 17:43:10,280 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,281 | INFO | load.py | update_db | But item 197 exists already in the database
2022-01-08 17:43:10,285 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,286 | INFO | load.py | update_db | But item 198 exists already in the database
2022-01-08 17:43:10,290 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,291 | INFO | load.py | update_db | But item 199 exists already in the database
2022-01-08 17:43:10,295 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,296 | INFO | load.py | update_db | But item 200 exists already in the database
2022-01-08 17:43:10,300 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,300 | INFO | load.py | update_db | But item 201 exists already in the database
2022-01-08 17:43:10,304 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,305 | INFO | load.py | update_db | But item 202 exists already in the database
2022-01-08 17:43:10,309 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,310 | INFO | load.py | update_db | But item 203 exists already in the database
2022-01-08 17:43:10,314 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,315 | INFO | load.py | update_db | But item 204 exists already in the database
2022-01-08 17:43:10,319 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,320 | INFO | load.py | update_db | But item 205 exists already in the database
2022-01-08 17:43:10,324 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,324 | INFO | load.py | update_db | But item 206 exists already in the database
2022-01-08 17:43:10,329 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,329 | INFO | load.py | update_db | But item 207 exists already in the database
2022-01-08 17:43:10,333 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,334 | INFO | load.py | update_db | But item 208 exists already in the database
2022-01-08 17:43:10,338 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,339 | INFO | load.py | update_db | But item 209 exists already in the database
2022-01-08 17:43:10,343 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,344 | INFO | load.py | update_db | But item 210 exists already in the database
2022-01-08 17:43:10,348 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,349 | INFO | load.py | update_db | But item 211 exists already in the database
2022-01-08 17:43:10,353 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,354 | INFO | load.py | update_db | But item 212 exists already in the database
2022-01-08 17:43:10,357 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,358 | INFO | load.py | update_db | But item 213 exists already in the database
2022-01-08 17:43:10,362 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,363 | INFO | load.py | update_db | But item 214 exists already in the database
2022-01-08 17:43:10,367 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,368 | INFO | load.py | update_db | But item 215 exists already in the database
2022-01-08 17:43:10,372 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,373 | INFO | load.py | update_db | But item 216 exists already in the database
2022-01-08 17:43:10,377 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,377 | INFO | load.py | update_db | But item 217 exists already in the database
2022-01-08 17:43:10,381 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,382 | INFO | load.py | update_db | But item 218 exists already in the database
2022-01-08 17:43:10,386 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,387 | INFO | load.py | update_db | But item 219 exists already in the database
2022-01-08 17:43:10,391 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,392 | INFO | load.py | update_db | But item 220 exists already in the database
2022-01-08 17:43:10,396 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,397 | INFO | load.py | update_db | But item 221 exists already in the database
2022-01-08 17:43:10,401 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,402 | INFO | load.py | update_db | But item 222 exists already in the database
2022-01-08 17:43:10,405 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,406 | INFO | load.py | update_db | But item 223 exists already in the database
2022-01-08 17:43:10,410 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,411 | INFO | load.py | update_db | But item 224 exists already in the database
2022-01-08 17:43:10,415 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,416 | INFO | load.py | update_db | But item 225 exists already in the database
2022-01-08 17:43:10,420 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,421 | INFO | load.py | update_db | But item 226 exists already in the database
2022-01-08 17:43:10,425 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,426 | INFO | load.py | update_db | But item 227 exists already in the database
2022-01-08 17:43:10,430 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,430 | INFO | load.py | update_db | But item 228 exists already in the database
2022-01-08 17:43:10,434 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,435 | INFO | load.py | update_db | But item 229 exists already in the database
2022-01-08 17:43:10,439 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,440 | INFO | load.py | update_db | But item 230 exists already in the database
2022-01-08 17:43:10,444 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,445 | INFO | load.py | update_db | But item 231 exists already in the database
2022-01-08 17:43:10,449 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,450 | INFO | load.py | update_db | But item 232 exists already in the database
2022-01-08 17:43:10,454 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,455 | INFO | load.py | update_db | But item 233 exists already in the database
2022-01-08 17:43:10,459 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,459 | INFO | load.py | update_db | But item 234 exists already in the database
2022-01-08 17:43:10,463 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,464 | INFO | load.py | update_db | But item 235 exists already in the database
2022-01-08 17:43:10,468 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,469 | INFO | load.py | update_db | But item 236 exists already in the database
2022-01-08 17:43:10,473 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,474 | INFO | load.py | update_db | But item 237 exists already in the database
2022-01-08 17:43:10,478 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,479 | INFO | load.py | update_db | But item 238 exists already in the database
2022-01-08 17:43:10,482 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,483 | INFO | load.py | update_db | But item 239 exists already in the database
2022-01-08 17:43:10,487 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,488 | INFO | load.py | update_db | But item 240 exists already in the database
2022-01-08 17:43:10,492 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,493 | INFO | load.py | update_db | But item 241 exists already in the database
2022-01-08 17:43:10,497 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,498 | INFO | load.py | update_db | But item 242 exists already in the database
2022-01-08 17:43:10,502 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,502 | INFO | load.py | update_db | But item 243 exists already in the database
2022-01-08 17:43:10,506 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,507 | INFO | load.py | update_db | But item 244 exists already in the database
2022-01-08 17:43:10,511 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,512 | INFO | load.py | update_db | But item 245 exists already in the database
2022-01-08 17:43:10,516 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,517 | INFO | load.py | update_db | But item 246 exists already in the database
2022-01-08 17:43:10,521 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,521 | INFO | load.py | update_db | But item 247 exists already in the database
2022-01-08 17:43:10,525 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,526 | INFO | load.py | update_db | But item 248 exists already in the database
2022-01-08 17:43:10,530 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,531 | INFO | load.py | update_db | But item 249 exists already in the database
2022-01-08 17:43:10,535 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,536 | INFO | load.py | update_db | But item 250 exists already in the database
2022-01-08 17:43:10,540 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,541 | INFO | load.py | update_db | But item 251 exists already in the database
2022-01-08 17:43:10,544 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,545 | INFO | load.py | update_db | But item 252 exists already in the database
2022-01-08 17:43:10,549 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,550 | INFO | load.py | update_db | But item 253 exists already in the database
2022-01-08 17:43:10,554 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,555 | INFO | load.py | update_db | But item 254 exists already in the database
2022-01-08 17:43:10,559 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,560 | INFO | load.py | update_db | But item 255 exists already in the database
2022-01-08 17:43:10,564 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,565 | INFO | load.py | update_db | But item 256 exists already in the database
2022-01-08 17:43:10,569 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,569 | INFO | load.py | update_db | But item 257 exists already in the database
2022-01-08 17:43:10,573 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,574 | INFO | load.py | update_db | But item 258 exists already in the database
2022-01-08 17:43:10,578 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,579 | INFO | load.py | update_db | But item 259 exists already in the database
2022-01-08 17:43:10,583 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,584 | INFO | load.py | update_db | But item 260 exists already in the database
2022-01-08 17:43:10,588 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,588 | INFO | load.py | update_db | But item 261 exists already in the database
2022-01-08 17:43:10,592 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,593 | INFO | load.py | update_db | But item 262 exists already in the database
2022-01-08 17:43:10,597 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,598 | INFO | load.py | update_db | But item 263 exists already in the database
2022-01-08 17:43:10,602 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,603 | INFO | load.py | update_db | But item 264 exists already in the database
2022-01-08 17:43:10,607 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,607 | INFO | load.py | update_db | But item 265 exists already in the database
2022-01-08 17:43:10,611 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,612 | INFO | load.py | update_db | But item 266 exists already in the database
2022-01-08 17:43:10,616 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,617 | INFO | load.py | update_db | But item 267 exists already in the database
2022-01-08 17:43:10,621 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,622 | INFO | load.py | update_db | But item 268 exists already in the database
2022-01-08 17:43:10,626 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,627 | INFO | load.py | update_db | But item 269 exists already in the database
2022-01-08 17:43:10,631 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,632 | INFO | load.py | update_db | But item 270 exists already in the database
2022-01-08 17:43:10,635 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,636 | INFO | load.py | update_db | But item 271 exists already in the database
2022-01-08 17:43:10,640 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,641 | INFO | load.py | update_db | But item 272 exists already in the database
2022-01-08 17:43:10,645 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,646 | INFO | load.py | update_db | But item 273 exists already in the database
2022-01-08 17:43:10,650 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,651 | INFO | load.py | update_db | But item 274 exists already in the database
2022-01-08 17:43:10,655 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,655 | INFO | load.py | update_db | But item 275 exists already in the database
2022-01-08 17:43:10,659 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,660 | INFO | load.py | update_db | But item 276 exists already in the database
2022-01-08 17:43:10,664 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,665 | INFO | load.py | update_db | But item 277 exists already in the database
2022-01-08 17:43:10,669 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,670 | INFO | load.py | update_db | But item 278 exists already in the database
2022-01-08 17:43:10,674 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,675 | INFO | load.py | update_db | But item 279 exists already in the database
2022-01-08 17:43:10,679 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,680 | INFO | load.py | update_db | But item 280 exists already in the database
2022-01-08 17:43:10,684 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,685 | INFO | load.py | update_db | But item 281 exists already in the database
2022-01-08 17:43:10,689 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,689 | INFO | load.py | update_db | But item 282 exists already in the database
2022-01-08 17:43:10,693 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,694 | INFO | load.py | update_db | But item 283 exists already in the database
2022-01-08 17:43:10,698 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,699 | INFO | load.py | update_db | But item 284 exists already in the database
2022-01-08 17:43:10,703 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,704 | INFO | load.py | update_db | But item 285 exists already in the database
2022-01-08 17:43:10,708 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,709 | INFO | load.py | update_db | But item 286 exists already in the database
2022-01-08 17:43:10,713 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,713 | INFO | load.py | update_db | But item 287 exists already in the database
2022-01-08 17:43:10,717 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,718 | INFO | load.py | update_db | But item 288 exists already in the database
2022-01-08 17:43:10,722 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,723 | INFO | load.py | update_db | But item 289 exists already in the database
2022-01-08 17:43:10,727 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,728 | INFO | load.py | update_db | But item 290 exists already in the database
2022-01-08 17:43:10,732 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,732 | INFO | load.py | update_db | But item 291 exists already in the database
2022-01-08 17:43:10,736 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,737 | INFO | load.py | update_db | But item 292 exists already in the database
2022-01-08 17:43:10,741 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,742 | INFO | load.py | update_db | But item 293 exists already in the database
2022-01-08 17:43:10,746 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,747 | INFO | load.py | update_db | But item 294 exists already in the database
2022-01-08 17:43:10,751 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,752 | INFO | load.py | update_db | But item 295 exists already in the database
2022-01-08 17:43:10,755 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,756 | INFO | load.py | update_db | But item 296 exists already in the database
2022-01-08 17:43:10,760 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,761 | INFO | load.py | update_db | But item 297 exists already in the database
2022-01-08 17:43:10,765 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,766 | INFO | load.py | update_db | But item 298 exists already in the database
2022-01-08 17:43:10,770 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,771 | INFO | load.py | update_db | But item 299 exists already in the database
2022-01-08 17:43:10,775 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,776 | INFO | load.py | update_db | But item 300 exists already in the database
2022-01-08 17:43:10,780 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,780 | INFO | load.py | update_db | But item 301 exists already in the database
2022-01-08 17:43:10,784 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,785 | INFO | load.py | update_db | But item 302 exists already in the database
2022-01-08 17:43:10,789 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,790 | INFO | load.py | update_db | But item 303 exists already in the database
2022-01-08 17:43:10,794 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,795 | INFO | load.py | update_db | But item 304 exists already in the database
2022-01-08 17:43:10,799 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,799 | INFO | load.py | update_db | But item 305 exists already in the database
2022-01-08 17:43:10,803 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,804 | INFO | load.py | update_db | But item 306 exists already in the database
2022-01-08 17:43:10,808 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,809 | INFO | load.py | update_db | But item 307 exists already in the database
2022-01-08 17:43:10,813 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,814 | INFO | load.py | update_db | But item 308 exists already in the database
2022-01-08 17:43:10,818 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,819 | INFO | load.py | update_db | But item 309 exists already in the database
2022-01-08 17:43:10,822 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,823 | INFO | load.py | update_db | But item 310 exists already in the database
2022-01-08 17:43:10,827 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,828 | INFO | load.py | update_db | But item 311 exists already in the database
2022-01-08 17:43:10,832 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,833 | INFO | load.py | update_db | But item 312 exists already in the database
2022-01-08 17:43:10,837 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,838 | INFO | load.py | update_db | But item 313 exists already in the database
2022-01-08 17:43:10,842 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,842 | INFO | load.py | update_db | But item 314 exists already in the database
2022-01-08 17:43:10,846 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,847 | INFO | load.py | update_db | But item 315 exists already in the database
2022-01-08 17:43:10,851 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,852 | INFO | load.py | update_db | But item 316 exists already in the database
2022-01-08 17:43:10,856 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,857 | INFO | load.py | update_db | But item 317 exists already in the database
2022-01-08 17:43:10,861 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,861 | INFO | load.py | update_db | But item 318 exists already in the database
2022-01-08 17:43:10,865 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,866 | INFO | load.py | update_db | But item 319 exists already in the database
2022-01-08 17:43:10,870 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,871 | INFO | load.py | update_db | But item 320 exists already in the database
2022-01-08 17:43:10,875 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,876 | INFO | load.py | update_db | But item 321 exists already in the database
2022-01-08 17:43:10,880 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,881 | INFO | load.py | update_db | But item 322 exists already in the database
2022-01-08 17:43:10,885 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,885 | INFO | load.py | update_db | But item 323 exists already in the database
2022-01-08 17:43:10,889 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,890 | INFO | load.py | update_db | But item 324 exists already in the database
2022-01-08 17:43:10,894 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,895 | INFO | load.py | update_db | But item 325 exists already in the database
2022-01-08 17:43:10,899 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,900 | INFO | load.py | update_db | But item 326 exists already in the database
2022-01-08 17:43:10,904 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,905 | INFO | load.py | update_db | But item 327 exists already in the database
2022-01-08 17:43:10,909 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,909 | INFO | load.py | update_db | But item 328 exists already in the database
2022-01-08 17:43:10,913 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,914 | INFO | load.py | update_db | But item 329 exists already in the database
2022-01-08 17:43:10,918 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,919 | INFO | load.py | update_db | But item 330 exists already in the database
2022-01-08 17:43:10,923 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,924 | INFO | load.py | update_db | But item 331 exists already in the database
2022-01-08 17:43:10,928 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,928 | INFO | load.py | update_db | But item 332 exists already in the database
2022-01-08 17:43:10,932 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,933 | INFO | load.py | update_db | But item 333 exists already in the database
2022-01-08 17:43:10,937 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,938 | INFO | load.py | update_db | But item 334 exists already in the database
2022-01-08 17:43:10,942 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,943 | INFO | load.py | update_db | But item 335 exists already in the database
2022-01-08 17:43:10,947 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,948 | INFO | load.py | update_db | But item 336 exists already in the database
2022-01-08 17:43:10,952 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,952 | INFO | load.py | update_db | But item 337 exists already in the database
2022-01-08 17:43:10,956 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,957 | INFO | load.py | update_db | But item 338 exists already in the database
2022-01-08 17:43:10,961 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,962 | INFO | load.py | update_db | But item 339 exists already in the database
2022-01-08 17:43:10,966 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,967 | INFO | load.py | update_db | But item 340 exists already in the database
2022-01-08 17:43:10,971 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,971 | INFO | load.py | update_db | But item 341 exists already in the database
2022-01-08 17:43:10,975 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,976 | INFO | load.py | update_db | But item 342 exists already in the database
2022-01-08 17:43:10,980 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,981 | INFO | load.py | update_db | But item 343 exists already in the database
2022-01-08 17:43:10,985 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,986 | INFO | load.py | update_db | But item 344 exists already in the database
2022-01-08 17:43:10,990 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,991 | INFO | load.py | update_db | But item 345 exists already in the database
2022-01-08 17:43:10,995 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:10,995 | INFO | load.py | update_db | But item 346 exists already in the database
2022-01-08 17:43:10,999 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,000 | INFO | load.py | update_db | But item 347 exists already in the database
2022-01-08 17:43:11,004 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,005 | INFO | load.py | update_db | But item 348 exists already in the database
2022-01-08 17:43:11,009 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,010 | INFO | load.py | update_db | But item 349 exists already in the database
2022-01-08 17:43:11,014 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,015 | INFO | load.py | update_db | But item 350 exists already in the database
2022-01-08 17:43:11,018 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,019 | INFO | load.py | update_db | But item 351 exists already in the database
2022-01-08 17:43:11,023 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,024 | INFO | load.py | update_db | But item 352 exists already in the database
2022-01-08 17:43:11,028 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,029 | INFO | load.py | update_db | But item 353 exists already in the database
2022-01-08 17:43:11,033 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,034 | INFO | load.py | update_db | But item 354 exists already in the database
2022-01-08 17:43:11,037 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,038 | INFO | load.py | update_db | But item 355 exists already in the database
2022-01-08 17:43:11,042 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,043 | INFO | load.py | update_db | But item 356 exists already in the database
2022-01-08 17:43:11,047 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,048 | INFO | load.py | update_db | But item 357 exists already in the database
2022-01-08 17:43:11,052 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,053 | INFO | load.py | update_db | But item 358 exists already in the database
2022-01-08 17:43:11,057 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,057 | INFO | load.py | update_db | But item 359 exists already in the database
2022-01-08 17:43:11,062 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,063 | INFO | load.py | update_db | But item 360 exists already in the database
2022-01-08 17:43:11,067 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,067 | INFO | load.py | update_db | But item 361 exists already in the database
2022-01-08 17:43:11,072 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,072 | INFO | load.py | update_db | But item 362 exists already in the database
2022-01-08 17:43:11,076 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,077 | INFO | load.py | update_db | But item 363 exists already in the database
2022-01-08 17:43:11,081 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,082 | INFO | load.py | update_db | But item 364 exists already in the database
2022-01-08 17:43:11,086 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,087 | INFO | load.py | update_db | But item 365 exists already in the database
2022-01-08 17:43:11,091 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,092 | INFO | load.py | update_db | But item 366 exists already in the database
2022-01-08 17:43:11,095 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,096 | INFO | load.py | update_db | But item 367 exists already in the database
2022-01-08 17:43:11,100 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,101 | INFO | load.py | update_db | But item 368 exists already in the database
2022-01-08 17:43:11,105 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,106 | INFO | load.py | update_db | But item 369 exists already in the database
2022-01-08 17:43:11,110 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,111 | INFO | load.py | update_db | But item 370 exists already in the database
2022-01-08 17:43:11,115 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,116 | INFO | load.py | update_db | But item 371 exists already in the database
2022-01-08 17:43:11,120 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,120 | INFO | load.py | update_db | But item 372 exists already in the database
2022-01-08 17:43:11,124 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,125 | INFO | load.py | update_db | But item 373 exists already in the database
2022-01-08 17:43:11,129 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,130 | INFO | load.py | update_db | But item 374 exists already in the database
2022-01-08 17:43:11,134 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,135 | INFO | load.py | update_db | But item 375 exists already in the database
